TaxonName,Author,accepted_bin
Steriphoma ellipticum,(DC.) Spreng.,Steriphoma ellipticum
Steriphoma paradoxum,(Jacq.) Endl.,Steriphoma paradoxum
Steriphoma peruvianum,Spruce ex Eichler,Steriphoma peruvianum
Steriphoma urbanii,Eggers,Steriphoma urbanii
Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne
Stevensia aculeolata,Alain,Stevensia aculeolata
Stevensia buxifolia,Poit.,Stevensia buxifolia
Stevensia ebracteata,Urb. & Ekman,Stevensia ebracteata
Stevensia ekmaniana,Urb.,Stevensia ekmaniana
Stevensia grandiflora,Alain,Stevensia grandiflora
Stevensia hotteana,Urb. & Ekman,Stevensia hotteana
Stevensia minutifolia,Alain,Stevensia minutifolia
Stevensia ovatifolia,Urb. & Ekman,Stevensia ovatifolia
Stevensia samanensis,Urb.,Stevensia samanensis
Stewartia calcicola,T.L.Ming & J.Li,Stewartia calcicola
Stewartia cordifolia,(H.L.Li) J.Li & T.L.Ming,Stewartia cordifolia
Stewartia crassifolia,(S.Z.Yan) J.Li & T.L.Ming,Stewartia crassifolia
Stewartia laotica,(Gagnep.) J.Li & T.L.Ming,Stewartia laotica
Stewartia malacodendron,L.,Stewartia malacodendron
Stewartia medogensis,J.Li & T.L.Ming,Stewartia medogensis
Stewartia monadelpha,Siebold & Zucc.,Stewartia monadelpha
Stewartia obovata,(Chun ex Hung T.Chang) J.Li & T.L.Ming,Stewartia obovata
Stewartia ovata,(Cav.) Weath.,Stewartia ovata
Stewartia pseudocamellia,Maxim.,Stewartia pseudocamellia
Stewartia pteropetiolata,W.C.Cheng,Stewartia pteropetiolata
Stewartia rostrata,Spongberg,Stewartia rostrata
Stewartia rubiginosa,Hung T.Chang,Stewartia rubiginosa
Stewartia serrata,Maxim.,Stewartia serrata
Stewartia sichuanensis,(S.Z.Yan) J.Li & T.L.Ming,Stewartia sichuanensis
Stewartia sinensis,Rehder & E.H.Wilson,Stewartia sinensis
Stewartia sinii,(Y.C.Wu) Sealy,Stewartia sinii
Stewartia tonkinensis,(Merr.) C.Y. Wu,Stewartia tonkinensis
Stewartia villosa,Merr.,Stewartia villosa
Stifftia chrysantha,J.C.Mikan,Stifftia chrysantha
Stifftia fruticosa,(Vell.) D.J.N.Hind & Semir,Stifftia fruticosa
Stifftia parviflora,(Leandro) D.Don,Stifftia parviflora
Stillingia acutifolia,(Benth.) Benth. & Hook.f. ex Hemsl.,Stillingia acutifolia
Stillingia bodenbenderi,(Kuntze) D.J.Rogers,Stillingia bodenbenderi
Stillingia lineata,(Lam.) Müll.Arg.,Stillingia lineata
Stillingia loranthacea,(Müll. Arg.) Pax,Stillingia saxatilis
Stillingia oppositifolia,Baill. ex Müll.Arg.,Stillingia oppositifolia
Stillingia sylvatica,L.,Stillingia sylvatica
Stillingia tenella,(Pax & K.Hoffm.) Esser,Stillingia tenella
Stillingia trapezoidea,Ule,Stillingia trapezoidea
Stillingia uleana,Pax & K.Hoffm.,Stillingia uleana
Stilpnophyllum grandifolium,L.Andersson,Stilpnophyllum grandifolium
Stilpnophyllum oellgaardii,L.Andersson,Stilpnophyllum oellgaardii
Stilpnophyllum revolutum,L.Andersson,Stilpnophyllum revolutum
Stirtonanthus taylorianus,(L.Bolus) B.-E.van Wyk & A.L.Schutte,Stirtonanthus taylorianus
Stockwellia quadrifida,"D.J.Carr, S.G.M.Carr & B.Hyland",Stockwellia quadrifida
Stomatochaeta crassifolia,(S.F.Blake) Maguire & Wurdack,Stomatochaeta crassifolia
Stomatochaeta cylindrica,Maguire & Wurdack,Stomatochaeta cylindrica
Stomatochaeta steyermarkii,Aristeg.,Stomatochaeta steyermarkii
Storckiella australiensis,J.H.Ross & B.Hyland,Storckiella australiensis
Storckiella neocaledonica,"I.C.Nielsen, Labat & Munzinger",Storckiella neocaledonica
Storckiella pancheri,Baill.,Storckiella pancheri
Storckiella vitiensis,Seem.,Storckiella vitiensis
Storthocalyx chryseus,Radlk.,Storthocalyx chryseus
Storthocalyx corymbosus,"Munzinger, Lowry, Buerki & Callm.",Storthocalyx corymbosus
Storthocalyx leioneurus,Radlk.,Storthocalyx leioneurus
Storthocalyx pancheri,Radlk.,Storthocalyx pancheri
Storthocalyx sordidus,Radlk.,Storthocalyx sordidus
Stranvaesia tomentosa,T.T.Yu & T.C.Ku,Stranvaesia tomentosa
Strasburgeria robusta,(Vieill. ex Panch. & Sebert) Guillaumin,Strasburgeria robusta
Streblorrhiza speciosa,Endl.,Streblorrhiza speciosa
Streblus anthropophagorum,(Seem.) Corner,Streblus anthropophagorum
Streblus ascendens,Corner,Streblus ascendens
Streblus asper,Lour.,Streblus asper
Streblus banksii,(Cheeseman) C.J.Webb,Streblus banksii
Streblus dimepate,(Bureau) C.C. Berg,Streblus dimepate
Streblus elongatus,(Miq.) Corner,Streblus elongatus
Streblus glaber,(Merr.) Corner,Streblus glaber
Streblus ilicifolius,(S.Vidal) Corner,Streblus ilicifolius
Streblus indicus,(Bureau) Corner,Streblus indicus
Streblus macrophyllus,Blume,Streblus macrophyllus
Streblus maritimus,Palacky,Streblus maritimus
Streblus mauritianus,(Jacq.) Blume,Streblus mauritianus
Streblus microphylla,Kurz,Streblus microphylla
Streblus mitis,Kurz,Streblus mitis
Streblus pendulinus,F.Muell.,Streblus pendulina
Streblus perakensis,Corner,Streblus perakensis
Streblus sclerophyllus,Corner,Streblus sclerophyllus
Streblus smithii,(Cheesman) Corner,Streblus smithii
Streblus solomonensis,Corner,Streblus solomonensis
Streblus taxoides,(Roth) Kurz,Streblus taxoides
Streblus usambarensis,(Engl.) C.C.Berg,Sloetiopsis usambarensis
Streblus zeylanicus,(Thwaites) Kurz,Streblus zeylanicus
Strempeliopsis arborea,Urb.,Strempeliopsis arborea
Strephonema mannii,Hook.f.,Strephonema mannii
Strephonema pseudocola,A.Chev.,Strephonema pseudocola
Strephonema sericeum,Hook. f.,Strephonema sericeum
Strobocalyx arborea,Sch.Bip.,Strobocalyx arborea
Strobocalyx bockiana,"(Diels) H.Rob., S.C.Keeley, Skvarla & R.Chan",Strobocalyx bockiana
Strobocalyx solanifolia,(Benth.) Sch.Bip,Strobocalyx solanifolia
Strombosia ceylanica,Gardner,Strombosia ceylanica
Strombosia fleuryana,Breteler,Strombosia fleuryana
Strombosia glaucescens,Engl.,Strombosia glaucescens
Strombosia gossweileri,S.Moore,Strombosia gossweileri
Strombosia grandifolia,Hook.f. ex Benth.,Strombosia grandifolia
Strombosia javanica,Blume,Strombosia javanica
Strombosia nana,Kosterm.,Strombosia nana
Strombosia nigropunctata,Louis & J.Léonard,Strombosia nigropunctata
Strombosia philippinensis,S.Vidal,Strombosia philippinensis
Strombosia pustulata,Oliv.,Strombosia pustulata
Strombosia scheffleri,Engl.,Strombosia scheffleri
Strombosia zenkeri,Engl.,Strombosia zenkeri
Strombosiopsis nana,Breteler,Strombosiopsis nana
Strombosiopsis pentamera,Q. Luke,Strombosiopsis pentamera
Strombosiopsis sereinii,Breteler,Strombosiopsis sereinii
Strombosiopsis tetrandra,Engl.,Strombosiopsis tetrandra
Strophanthus boivinii,Baill.,Strophanthus boivinii
Strophanthus congoensis,Franch.,Strophanthus congoensis
Strophanthus eminii,Asch. ex Pax,Strophanthus eminii
Strophanthus gratus,(Wall. & Hook.) Baill.,Strophanthus gratus
Strophanthus hispidus,DC.,Strophanthus hispidus
Strophanthus kombe,Oliv.,Strophanthus kombe
Strophanthus petersianus,Klotzsch,Strophanthus petersianus
Strophanthus preussii,Engl. & Pax,Strophanthus preussii
Strophanthus speciosus,(Ward & Harv.) Reber,Strophanthus speciosus
Strophanthus welwitschii,(Baill.) K.Schum.,Strophanthus welwitschii
Strophioblachia fimbricalyx,Boerl.,Strophioblachia fimbricalyx
Strumpfia maritima,Jacq.,Strumpfia maritima
Strychnopsis thouarsii,Baill.,Strychnopsis thouarsii
Strychnos angolensis,Gilg,Strychnos angolensis
Strychnos atlantica,Krukoff & Barneby,Strychnos atlantica
Strychnos benthami,C.B. Clarke,Strychnos benthami
Strychnos bifurcata,Leeuwenb.,Strychnos bifurcata
Strychnos brasiliensis,(Spreng.) Mart.,Strychnos brasiliensis
Strychnos chlorantha,Progel,Strychnos chlorantha
Strychnos chromatoxylon,Leeuwenb.,Strychnos chromatoxylon
Strychnos cocculoides,Baker,Strychnos cocculoides
Strychnos colombiensis,Krukoff & Barneby,Strychnos colombiensis
Strychnos croatii,Krukoff & Barneby,Strychnos croatii
Strychnos dantaensis,"Manoel , Carrijo & E.F.Guim.",Strychnos moandaensis
Strychnos decussata,(Pappe) Gilg,Strychnos decussata
Strychnos elaeocarpa,Gilg ex Leeuwenberg,Strychnos elaeocarpa
Strychnos erichsonii,M.R.Schomb. ex Progel,Strychnos erichsonii
Strychnos fendleri,Sprague & Sandwith,Strychnos fendleri
Strychnos glabra,Sagot ex Progel,Strychnos glabra
Strychnos henningsii,Gilg,Strychnos henningsii
Strychnos innocua,Delile,Strychnos innocua
Strychnos jobertiana,Baill.,Strychnos jobertiana
Strychnos lucida,R. Br.,Strychnos lucida
Strychnos madagascariensis,Poir.,Strychnos madagascariensis
Strychnos mattogrossensis,S.Moore,Strychnos mattogrossensis
Strychnos melastomatoides,Gilg,Strychnos melastomatoides
Strychnos mellodora,S. Moore,Strychnos mellodora
Strychnos millepunctata,Leeuwenb.,Strychnos millepunctata
Strychnos mitis,S.Moore,Strychnos mitis
Strychnos myrtoides,Gilg & Busse,Strychnos myrtoides
Strychnos nux-blanda,A.W.Hill,Strychnos nux-blanda
Strychnos nux-vomica,L.,Strychnos nux-vomica
Strychnos panurensis,Sprague & Sandwith,Strychnos panurensis
Strychnos parvifolia,A.DC.,Strychnos parvifolia
Strychnos potatorum,L.f.,Strychnos potatorum
Strychnos pseudoquina,A. St.-Hil.,Strychnos pseudoquina
Strychnos psilosperma,F.Muell.,Strychnos psilosperma
Strychnos pungens,Soler.,Strychnos pungens
Strychnos ramentifera,Ducke,Strychnos ramentifera
Strychnos rondeletioides,Spruce ex Benth.,Strychnos rondeletioides
Strychnos rubiginosa,A.DC.,Strychnos rubiginosa
Strychnos rufa,C.B.Clarke,Strychnos rufa
Strychnos solerederi,Gilg,Strychnos solerederi
Strychnos solimoesana,Krukoff,Strychnos solimoesana
Strychnos spinosa,Lam.,Strychnos spinosa
Strychnos staudtii,Gilg,Strychnos staudtii
Strychnos tarapotensis,Sprague & Sandwith,Strychnos tarapotensis
Strychnos ternata,Gilg,Strychnos ternata
Strychnos tetragona,A.W.Hill,Strychnos tetragona
Strychnos thorelii,Pierre ex Dop,Strychnos thorelii
Strychnos tseasnum,Krukoff & Barneby,Strychnos tseasnum
Strychnos usambarensis,Gilg ex Engl.,Strychnos usambarensis
Strychnos variabilis,De Wild.,Strychnos variabilis
Strychnos wallichiana,Steud. ex A. DC.,Strychnos wallichiana
Strychnos xylophylla,Gilg,Strychnos xylophylla
Stryphnodendron adstringens,(Mart.) Coville,Stryphnodendron adstringens
Stryphnodendron coriaceum,Benth.,Stryphnodendron coriaceum
Stryphnodendron duckeanum,Occhioni,Stryphnodendron duckeanum
Stryphnodendron fissuratum,Martins,Stryphnodendron fissuratum
Stryphnodendron flammatum,Kleinhoonte,Stryphnodendron flammatum
Stryphnodendron foreroi,Martins,Stryphnodendron foreroi
Stryphnodendron guianense,(Aubl.) Benth.,Stryphnodendron guianense
Stryphnodendron levelii,R.S.Cowan,Stryphnodendron levelii
Stryphnodendron microstachyum,Poepp.,Stryphnodendron microstachyum
Stryphnodendron moricolor,Barneby & J.W.Grimes,Stryphnodendron moricolor
Stryphnodendron obovatum,Benth.,Stryphnodendron obovatum
Stryphnodendron occhionianum,Martins,Stryphnodendron occhionianum
Stryphnodendron paniculatum,Poepp.,Stryphnodendron paniculatum
Stryphnodendron polyphyllum,Mart.,Stryphnodendron polyphyllum
Stryphnodendron polystachyum,(Miq.) Kleinhoonte,Stryphnodendron polystachyum
Stryphnodendron porcatum,D.A.Neill & Occhioni f.,Stryphnodendron porcatum
Stryphnodendron pulcherrimum,(Willd.) Hochr.,Stryphnodendron pulcherrimum
Stryphnodendron racemiferum,(Ducke) W.A.Rodrigues,Stryphnodendron racemiferum
Stryphnodendron roseiflorum,(Ducke) Ducke,Stryphnodendron roseiflorum
Stryphnodendron rotundifolium,Mart.,Stryphnodendron rotundifolium
Stuhlmannia moavi,Taub.,Stuhlmannia moavi
Styloceras brokawii,A.H. Gentry & R.B. Foster,Styloceras brokawii
Styloceras columnare,Müll. Arg.,Styloceras columnare
Styloceras connatum,Torrez & P. Jørg.,Styloceras connatum
Styloceras kunthianum,A. Juss.,Styloceras kunthianum
Styloceras laurifolium,(Willd.) Kunth,Styloceras laurifolium
Styloceras penninervium,A.H. Gentry & G.A. Aymard,Styloceras penninervium
Stylogyne aguarunana,Pipoly & Ricketson,Stylogyne aguarunana
Stylogyne ardisioides,(Kunth) Mez,Stylogyne ardisioides
Stylogyne atra,Mez,Stylogyne atra
Stylogyne bracteolata,(Lundell) Pipoly,Stylogyne bracteolata
Stylogyne canaliculata,(Lodd.) Mez,Stylogyne canaliculata
Stylogyne cauliflora,(Mart. & Miq.) Mez,Stylogyne ardisioides
Stylogyne darienensis,Lundell,Stylogyne darienensis
Stylogyne glomeruliflora,Cuatrec.,Stylogyne glomeruliflora
Stylogyne hayesii,Mez,Stylogyne hayesii
Stylogyne incognita,Pipoly,Stylogyne incognita
Stylogyne lasseri,(Lundell) Pipoly,Stylogyne lasseri
Stylogyne lateriflora,(Sw.) Mez,Stylogyne lateriflora
Stylogyne laxiflora,Mez,Stylogyne laxiflora
Stylogyne longifolia,(Mart. ex Miq.) Mez,Stylogyne longifolia
Stylogyne micrantha,(Kunth) Mez,Stylogyne micrantha
Stylogyne nigricans,(A.DC.) Mez,Stylogyne nigricans
Stylogyne orinocensis,(Kunth) Mez,Stylogyne orinocensis
Stylogyne serpentina,Mez,Stylogyne serpentina
Stylogyne turbacensis,(Kunth) Mez,Stylogyne turbacensis
Styphelia balansae,Virot,Styphelia balansae
Styphnolobium burseroides,"M.Sousa , Rudd & Medrano",Styphnolobium burseroides
Styphnolobium caudatum,M.Sousa & Rudd,Styphnolobium caudatum
Styphnolobium conzattii,(Standl.) M. Sousa & Rudd,Styphnolobium conzattii
Styphnolobium japonicum,(L.) Schott,Styphnolobium japonicum
Styphnolobium monteviridis,M. Sousa & Rudd,Styphnolobium monteviridis
Styphnolobium parviflorum,M. Sousa & Rudd,Styphnolobium parviflorum
Styphnolobium protantherum,M. Sousa & Rudd,Styphnolobium protantherum
Styphnolobium sporadicum,M.Sousa & Rudd,Styphnolobium sporadicum
Styrax acuminatus,Pohl,Styrax acuminatus
Styrax agrestis,(Lour.) G.Don,Styrax agrestis
Styrax americanus,Lam.,Styrax americanus
Styrax annamensis,Guillaumin,Styrax annamensis
Styrax apricus,H.R.Fletcher,Styrax apricus
Styrax argenteus,C.Presl,Styrax argenteus
Styrax argentifolius,H.L. Li,Styrax argentifolius
Styrax aureus,Mart.,Styrax aureus
Styrax bashanensis,S.Z. Qu & K.Y. Wang,Styrax bashanensis
Styrax benzoides,W. G. Craib,Styrax benzoides
Styrax benzoin,Dryand.,Styrax benzoin
Styrax betongensis,H.R.Fletcher,Styrax betongensis
Styrax bicolor,Ducke,Styrax bicolor
Styrax buchananii,W.W. Sm.,Styrax buchananii
Styrax camporum,Pohl,Styrax camporum
Styrax casearifolius,Craib,Styrax casearifolius
Styrax chinensis,Hu & S.Ye Liang,Styrax chinensis
Styrax chrysocalyx,P.W. Fritsch,Styrax chrysocalyx
Styrax chrysocarpus,H.L. Li,Styrax chrysocarpus
Styrax confusus,Hemsl.,Styrax confusus
Styrax conterminus,Donn.Sm.,Styrax conterminus
Styrax crotonoides,C.B.Clarke,Styrax crotonoides
Styrax davillifolius,Perkins,Styrax davillifolius
Styrax duidae,Steyerm.,Styrax duidae
Styrax ferrugineus,Nees & Mart.,Styrax ferrugineus
Styrax formosanus,Matsum.,Styrax formosanus
Styrax fortunei,Hance,Styrax fortunei
Styrax foveolaria,Perkins,Styrax foveolaria
Styrax fraserensis,F.E.Putz & Ng,Styrax fraserensis
Styrax glaber,Sw.,Styrax glaber
Styrax glabratus,Schott,Styrax glabratus
Styrax glabrescens,Benth.,Styrax glabrescens
Styrax grandiflorus,Griff.,Styrax grandiflorus
Styrax grandifolius,Aiton,Styrax grandifolius
Styrax griseus,P.W. Fritsch,Styrax griseus
Styrax guanayanus,Maguire & K.D.Phelps,Styrax guanayanus
Styrax guyanensis,A.DC.,Styrax guyanensis
Styrax hainanensis,F.C. How,Styrax hainanensis
Styrax hemsleyanus,Diels,Styrax hemsleyanus
Styrax hookeri,C.B.Clarke,Styrax hookeri
Styrax huanus,Rehder,Styrax huanus
Styrax hypargyreus,Perkins,Styrax hypargyreus
Styrax hypochryseus,Perkins,Styrax hypochryseus
Styrax incarnatus,P.W. Fritsch,Styrax incarnatus
Styrax japonicus,Siebold & Zucc.,Styrax japonicus
Styrax lanceolatus,P.W. Fritsch,Styrax lanceolatus
Styrax lancifolius,Klotzsch ex Seub.,Styrax lancifolius
Styrax lasiocalyx,Perkins,Styrax lasiocalyx
Styrax latifolius,Pohl,Styrax latifolius
Styrax leprosus,Hook. & Arn.,Styrax leprosus
Styrax litseoides,J.E.Vidal,Styrax litseoides
Styrax longipedicellatus,Steyerm.,Styrax longipedicellatus
Styrax macranthus,Perkins,Styrax macranthus
Styrax macrocalyx,Perkins,Styrax macrocalyx
Styrax macrocarpus,Cheng,Styrax macrocarpus
Styrax macrophyllus,Schott ex Pohl,Styrax macrophyllus
Styrax magnus,Lundell,Styrax magnus
Styrax martii,Seub.,Styrax martii
Styrax microphyllus,Perkins,Styrax microphyllus
Styrax neblinae,(Maguire) P.W.Fritsch,Styrax neblinae
Styrax nicaraguensis,P.W. Fritsch,Styrax nicaraguensis
Styrax nunezii,P.W.Fritsch,Styrax nunezii
Styrax obassis,Siebold & Zucc.,Styrax obassis
Styrax oblongus,(Ruiz & Pav.) A. DC.,Styrax oblongus
Styrax obtusifolius,Griseb.,Styrax obtusifolius
Styrax ochraceus,Urb.,Styrax ochraceus
Styrax odoratissimus,Champ. ex Benth.,Styrax odoratissimus
Styrax officinalis,L.,Styrax officinalis
Styrax omuk,B.Walln.,Styrax omuk
Styrax pallidus,A.DC.,Styrax pallidus
Styrax panamensis,Standl.,Styrax panamensis
Styrax paralleloneurus,Perkins,Styrax paralleloneurus
Styrax pavonii,A.DC.,Styrax pavonii
Styrax pedicellatus,(Perkins) B.Walln.,Styrax pedicellatus
Styrax pefrit,B.Walln.,Styrax pefrit
Styrax pentlandianus,J.Rémy,Styrax pentlandianus
Styrax perkinsiae,Rehder,Styrax perkinsiae
Styrax peruvianus,Zahlbr.,Styrax peruvianus
Styrax platanifolius,Engelm. ex Torr.,Styrax platanifolius
Styrax pohlii,A. DC.,Styrax pohlii
Styrax portoricensis,Krug & Urb.,Styrax portoricensis
Styrax radians,P.W. Fritsch,Styrax radians
Styrax ridleyanus,Perkins,Styrax ridleyanus
Styrax rugosus,Kurz,Styrax rugosus
Styrax schultzei,Perkins,Styrax schultzei
Styrax serrulatus,Roxb.,Styrax serrulatus
Styrax siamensis,Rordorf,Styrax siamensis
Styrax sieberi,Perkins,Styrax sieberi
Styrax sipapoanus,Maguire,Styrax sipapoanus
Styrax steyermarkii,P.W. Fritsch,Styrax steyermarkii
Styrax subargenteus,Sleumer,Styrax subargenteus
Styrax suberifolius,Hook. & Arn.,Styrax suberifolius
Styrax supaii,Chun & F. Chun,Styrax supaii
Styrax tomentosus,Bonpl.,Styrax tomentosus
Styrax tonkinensis,Craib ex Hartwich,Styrax tonkinensis
Styrax trichocalyx,Perkins,Styrax trichocalyx
Styrax vilcabambae,(D.R. Simpson) B. Walln.,Styrax vilcabambae
Styrax warscewiczii,Perkins,Styrax warscewiczii
Styrax yutajensis,(Maguire) P.W.Fritsch,Styrax yutajensis
Styrax zhejiangensis,S.M.Hwang & L.L.Yu,Styrax zhejiangensis
Suberanthus brachycarpus,(Griseb.) Borhidi & M.Fernández,Suberanthus brachycarpus
Suberanthus hincheanus,(Urb. & Ekman) Borhidi,Suberanthus hincheanus
Suberanthus pungens,(Urb.) Borhidi,Suberanthus pungens
Sumbaviopsis albicans,(Blume) J.J.Sm.,Sumbaviopsis albicans
Sundacarpus amarus,(Blume) C.N.Page,Sundacarpus amarus
Suregada adenophora,Baill.,Suregada adenophora
Suregada aequorea,(Hance) Seem.,Suregada aequorea
Suregada africana,(Sond.) Müll.Arg.,Suregada africana
Suregada boiviniana,Baill.,Suregada boiviniana
Suregada bracteata,Radcl.-Sm.,Suregada bracteata
Suregada calcicola,Airy Shaw,Suregada calcicola
Suregada capuronii,Leandri,Suregada capuronii
Suregada celastroides,Radcl.-Sm. & Petra Hoffm.,Suregada celastroides
Suregada decidua,Radcl.-Sm.,Suregada decidua
Suregada eucleoides,Radcl.-Sm.,Suregada eucleoides
Suregada gaultheriifolia,Radcl.-Sm.,Suregada gaultheriifolia
Suregada glomerulata,(Blume) Baill.,Suregada glomerulata
Suregada grandiflora,Radcl.-Sm.,Suregada grandiflora
Suregada humbertii,(Leandri) Radcl.-Sm.,Suregada humbertii
Suregada ivorensis,(Aubrév. & Pellegr.) J.Léonard,Suregada ivorensis
Suregada lanceolata,(Willd.) Kuntze,Suregada lanceolata
Suregada laurina,Baill.,Suregada laurina
Suregada lithoxyla,(Pax & K.Hoffm.) Croizat,Suregada lithoxyla
Suregada multiflora,(A.Juss.) Baill.,Suregada multiflora
Suregada nigricaulis,Radcl.-Sm.,Suregada nigricaulis
Suregada perrieri,(Leandri) Radcl.-Sm.,Suregada perrieri
Suregada procera,(Prain) Croizat,Suregada procera
Suregada zanzibariensis,Baill.,Suregada zanzibariensis
Suriana maritima,L.,Suriana maritima
Swartzia acreana,R.S.Cowan,Swartzia acreana
Swartzia acutifolia,Vogel,Swartzia acutifolia
Swartzia alagoensis,"R.B.Pinto , Torke & Mansano",Swartzia alagoensis
Swartzia alatosericea,Barneby,Swartzia alato-sericea
Swartzia alternifoliolata,Mansano,Swartzia alternifoliolata
Swartzia amabale,"Torke, L.K.Ruíz & Mansano",Swartzia amabale
